icao,name,lat,lon,elevation_ft,type
K6K5,Sisters Eagle Air Airport,44.30459976196289,-121.53900146484375,3168,small_airport
K6L3,Lisbon Municipal Airport,46.446603,-97.727302,1232,small_airport
K6L4,Logan County Airport,37.855701,-81.915901,1667,small_airport
K6L5,Wishek Municipal Airport,46.24639892578125,-99.53790283203125,2035,small_airport
K6M0,Hazen Municipal Airport - David Duch Field,34.759399,-91.6381,230,small_airport
K6M2,Horseshoe Bend Airport,36.22140121459961,-91.75550079345703,782,small_airport
K6M6,Lewis County Regional Airport,40.12919998,-91.67829895,675,small_airport
K6M7,Marianna/Lee County Airport Steve Edwards Field,34.7803,-90.8106,219,small_airport
K6R3,Cleveland Municipal Airport,30.3564,-95.008003,150,small_airport
K6R6,Terrell County Airport,30.046,-102.212997,2322,small_airport
K6S0,Big Timber Airport,45.806681,-109.979153,4492,small_airport
K6S1,Bridger Municipal Airport,45.291675038,-108.921632767,3720,small_airport
K6S2,Florence Municipal Airport,43.98279953,-124.111000061,51,small_airport
K6S3,Woltermann Memorial Airport,45.630501,-109.238998,3575,small_airport
K6S5,Ravalli County Airport,46.251499,-114.125569,3642,small_airport
K6S8,Laurel Municipal Airport,45.703098,-108.761002,3517,small_airport
K6U7,Hysham Airport,46.293483,-107.193649,2624,small_airport
K6V0,Edgemont Municipal Airport,43.29520034789999,-103.84400177,3605,small_airport
K6V4,Wall Municipal Airport,43.999344,-102.254477,2813,small_airport
K6V5,Bison Municipal Airport,45.518322,-102.467889,2785,small_airport
K6Y1,Bois Blanc Airport,45.7663,-84.503799,664,small_airport
K70A,Freddie Jones Field,32.2668,-87.718102,161,small_airport
K70J,Cairo Grady County Airport,30.88800048828125,-84.15470123291016,265,small_airport
K71,Lincoln Municipal Airport,39.058102,-98.167,1412,small_airport
K71A,Pine Hill Municipal Airport,31.966801,-87.583298,123,small_airport
K71J,Ozark-Blackwell Field,31.431812,-85.620568,356,small_airport
K71N,Sunbury Airport,40.89179992675781,-76.77890014648438,450,small_airport
K72F,Throckmorton Municipal Airport,33.180052,-99.149798,1273,small_airport
K73C,Lancaster Municipal Airport,42.780499,-90.681,1008,small_airport
K74S,Anacortes Airport,48.498513,-122.662513,241,small_airport
K74V,Roosevelt Municipal Airport,40.278301,-110.051003,5172,small_airport
K75J,Turner County Airport,31.687129,-83.632822,389,small_airport
K76F,Van Zandt County Regional Airport,32.681499,-95.9841,518,medium_airport
K76G,Marine City Airport,42.721247,-82.596406,613,small_airport
K77F,Winters Municipal Airport,31.947200775146484,-99.98580169677734,1871,small_airport
K77G,Marlette Township Airport,43.311798,-83.090897,895,small_airport
K77S,Hobby Field,43.93080139160156,-123.00700378417969,538,small_airport
K78,Abilene Municipal Airport,38.904099,-97.235901,1152,small_airport
K78R,San Augustine County Airport,31.539475,-94.170062,443,small_airport
K78Y,Rankin Airport,40.330746,-94.834757,976,small_airport
K79D,Philippi Barbour County Regional Airport,39.166199,-80.062599,1755,small_airport
K79J,South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,310,medium_airport
K79S,Fort Benton Airport,47.84510040283203,-110.63600158691406,2869,small_airport
K7A0,Greensboro Municipal Airport,32.681499,-87.662102,180,small_airport
K7A3,Lanett Municipal Airport,32.811847,-85.229477,624,small_airport
K7A4,Foster Field,42.4664,-90.169403,990,small_airport
K7A5,Roanoke Municipal Airport,33.129608,-85.372066,907,small_airport
K7A6,Stevenson Airport,34.886299,-85.803299,644,small_airport
K7A8,Avery County Morrison Field,35.94459915161133,-81.99569702148438,2750,small_airport
K7B2,Northampton Airport,42.328098,-72.611397,121,small_airport
K7B6,Skylark Airpark,41.929298,-72.574501,120,small_airport
K7D3,Baldwin Municipal Airport,43.8755,-85.842102,828,small_airport
K7D9,Germack Airport,41.777801513671875,-80.90399932861328,820,small_airport
K7F3,Caddo Mills Municipal Airport,33.036201,-96.243103,542,small_airport
K7F5,Canton Hackney Airport,32.588401,-95.863116,500,small_airport
K7F7,Clifton Municipal Isenhower Field,31.817316,-97.569698,760,small_airport
K7G0,Ledgedale Airpark,43.181099,-77.915802,665,small_airport
K7G8,Geauga County Airport,41.4496,-81.062897,1174,small_airport
K7G9,Canton Municipal Airport,43.308842,-96.571225,1290,small_airport
K7I4,Orleans Airport,38.65840148925781,-86.44300079345703,655,small_airport
K7K4,Ohio County Airport,37.458302,-86.849998,535,small_airport
K7K5,Kenmare Municipal Airport,48.667599,-102.047997,1962,small_airport
K7K8,Martin Field,42.45597,-96.472874,1100,small_airport
K7L2,Linton Municipal Airport,46.21829987,-100.2450027,1779,small_airport
K7L8,Post-Air Airport,39.75,-86.013900756836,861,small_airport
K7M1,McGehee Municipal Airport,33.620201,-91.3648,141,small_airport
K7M2,Mountain View Wilcox Memorial Field,35.864498,-92.090302,805,small_airport
K7M3,Mount Ida-Bearce Airport,34.529081,-93.529379,644,small_airport
K7M4,Osceola Municipal Airport,35.691101,-90.010101,234,small_airport
K7M5,Ozark Franklin County Airport,35.51070022583008,-93.83930206298828,648,small_airport
K7M8,Rector Airport,36.250099,-90.319504,281,small_airport
K7M9,Salem Airport,36.35695,-91.830443,787,small_airport
K7N1,Corning Painted Post Airport,42.1759,-77.112198,962,small_airport
K7S0,Ronan Airport,47.56719970703125,-114.10099792480469,3086,small_airport
K7S1,Ruby Valley Field,45.533702,-112.300283,4777,small_airport
K7S5,Independence State Airport,44.867000579833984,-123.197998046875,180,small_airport
K7S6,White Sulphur Springs Airport,46.50410079956055,-110.91300201416016,5061,small_airport
K7S7,Valier Airport,48.299375,-112.249214,3820,small_airport
K7S9,Lenhardt Airpark,45.18040084838867,-122.74299621582031,165,small_airport
K7T7,Skywest Inc Airport,31.85849952697754,-102.0739974975586,2800,small_airport
K7V2,North Fork Valley Airport,38.831412,-107.645763,5798,small_airport
K7V3,Big Foot Airfield,42.527336,-88.651256,951,small_airport
K7V5,Brush Municipal Airport,40.264267,-103.577008,4280,small_airport
K7V6,Camp Guernsey Airport,42.259601593,-104.727996826,4400,small_airport
K7V7,Red Cloud Municipal Airport,40.082121,-98.541387,1744,small_airport
K7V8,Julesburg Municipal Airport,40.970798,-102.315002,3495,small_airport
K7V9,City of Las Animas Bent County Airport,38.053903,-103.238698,3915,small_airport
K7W5,Henry County Airport,41.374298,-84.0679,683,small_airport
K7W6,Hyde County Airport,35.562400817871094,-75.9552001953125,8,small_airport
K7Y4,Bagley Municipal Airport,47.525001525878906,-95.36080169677734,1500,small_airport
K80D,Clare County Airport,44.052799,-84.8125,1142,small_airport
K80F,Antlers Municipal Airport,34.1926002502,-95.6499023438,575,small_airport
K80T,Quincy Municipal Airport,47.211601,-119.839996,1271,small_airport
K81B,Oxford County Regional Airport,44.157398,-70.4813,346,small_airport
K81R,San Saba County Municipal Airport,31.235200881958008,-98.71700286865234,1249,small_airport
K82A,Marion County Airport,32.282398,-84.503502,682,small_airport
K82C,Mauston New Lisbon Union Airport,43.838699,-90.137703,906,small_airport
K82J,Roscoe Field,30.39829,-87.348926,32,small_airport
K82V,Pine Bluffs Municipal Airport,41.153301239,-104.129997253,5152,small_airport
K83D,Mackinac County Airport,45.891701,-84.738098,624,small_airport
K84D,Cheyenne Eagle Butte Airport,44.984402,-101.251,2448,small_airport
K84R,Smithville Crawford Municipal Airport,30.028157,-97.167028,323,small_airport
K86F,Carnegie Municipal Airport,35.123600006103516,-98.57520294189453,1354,small_airport
K87,Hiawatha Municipal Airport,39.87919998168945,-95.52529907226562,1130,small_airport
K87I,Yazoo County Airport,32.883202,-90.4636,104,small_airport
K87K,El Dorado Springs Memorial Airport,37.8567008972168,-93.99909973144531,931,small_airport
K87Y,Blackhawk Airfield,43.1049,-89.185501,920,small_airport
K88M,Eureka Airport,48.968332,-115.07947,2668,small_airport
K88R,Austin Air Ranch Airport,30.47363,-98.121497,830,small_airport
K8A0,Albertville Regional Airport/Thomas J Brumlik Field,34.229099,-86.255798,1032,small_airport
K8A1,Guntersville Municipal Joe Starnes Field,34.403035,-86.263615,615,small_airport
K8A3,Livingston Municipal Airport,36.412102,-85.3116,1372,small_airport
K8B0,Steven A. Bean Municipal Airport,44.991902,-70.664597,1825,small_airport
K8B1,Hawthorne Feather Airpark,43.061958,-71.905343,600,small_airport
K8B5,Tanner Hiller Airport,42.3564,-72.130096,584,small_airport
K8C4,Mathews Memorial Airport,41.76340103149414,-91.15290069580078,840,small_airport
K8D1,New Holstein Municipal Airport,43.944199,-88.113503,992,small_airport
K8D3,Sisseton Municipal Airport,45.669925,-96.994215,1161,small_airport
K8D7,Clark County Airport,44.895515,-97.712273,1792,small_airport
K8F3,Crosbyton Municipal Airport,33.623798,-101.240997,3018,small_airport
K8F5,Greater Morris County Airport,33.148107,-94.700174,402,small_airport
K8F6,Murdo Municipal Airport,43.8517,-100.711998,2263,small_airport
K8G1,Willard Municipal Airport,41.0387,-82.724602,967,small_airport
K8G2,Corry Lawrence Airport,41.9076,-79.641098,1766,small_airport
K8G6,Harrison County Airport,40.2384,-81.012901,1174,small_airport
K8J7,Tomlinson Field,47.6963996887207,-99.1312026977539,1533,small_airport
K8K2,Harper Municipal Airport,37.278319,-98.043243,1427,small_airport
K8M1,Booneville-Baldwyn Airport,34.590801,-88.647598,384,small_airport
K8M8,Eagle II Airport,44.806499,-84.276199,1212,small_airport
K8M9,Providence Webster County Airport,37.424800872802734,-87.73609924316406,393,small_airport
K8N2,Skydive Chicago Airport,41.399799,-88.7939,616,small_airport
K8N8,Danville Airport,40.948344,-76.64408,559,small_airport
K8S0,Starr Browning Airstrip,48.60139846801758,-113.11499786376953,4655,small_airport
K8S1,Polson Airport,47.6954,-114.184998,2941,small_airport
K8T6,Live Oak County Airport,28.362801,-98.116501,129,small_airport
K8T8,San Geronimo Airpark,29.510499954223633,-98.79840087890625,1040,small_airport
K8U2,Schafer USFS Airport,48.07963,-113.243294,4855,small_airport
K8U6,Terry Airport,46.777141,-105.313069,2283,small_airport
K8U8,Townsend Airport,46.331199645996094,-111.48300170898438,3893,small_airport
K8V1,Astronaut Kent Rominger Airport,37.71360016,-106.3539963,7949,small_airport
K8V2,Stuart Atkinson Municipal Airport,42.561742,-99.038444,2130,small_airport
K8V3,Parkston Municipal Airport,43.377579,-97.989848,1415,small_airport
K8V7,Springfield Municipal Airport,37.458698,-102.617996,4390,small_airport
K8W2,New Market Airport,38.655683,-78.708995,975,small_airport
K8WC,Washington County Airport,37.929199,-90.731499,959,small_airport
K8Y6,Leaders Clear Lake Airport,45.443693,-93.970343,990,small_airport
K90F,Jewel B Callaham Municipal Airport,34.014,-94.758598,404,small_airport
K91,Horton Municipal Airport,39.67919921875,-95.53359985351562,1134,small_airport
K91F,Arrowhead Airport,35.15629959106445,-95.62129974365234,851,small_airport
K92F,Chattanooga Sky Harbor Airport,34.368698,-98.682098,1135,small_airport
K93C,Richland Airport,43.283401,-90.298302,742,small_airport
K93F,Mignon Laird Municipal Airport,35.60749816894531,-99.70469665527344,2084,small_airport
K93M,Rueter Airfield,39.849076,-91.594932,657,small_airport
K93Y,David City Municipal Airport,41.23089981,-97.12290192,1617,small_airport
K94E,Whiskey Creek Airport,32.759404,-108.209624,6126,small_airport
K94K,Cassville Municipal Airport,36.697399,-93.900497,1482,small_airport
K94R,Gav Air Airport,29.2661,-96.007698,90,small_airport
K95D,Beulah Airport,47.25080108642578,-101.81400299072266,1791,small_airport
K95E,Stallion Army Air Field,33.814598,-106.643715,4925,small_airport
K95F,Cleveland Municipal Airport,36.283798,-96.463303,912,small_airport
K96,Tuscola Airport,39.780899,-88.306198,665,small_airport
K96D,Walhalla Municipal Airport,48.94060134887695,-97.90280151367188,953,small_airport
K97M,Ekalaka Airport,45.8778,-104.537003,3503,small_airport
K98,Allison Municipal Airport,42.76390075683594,-92.80439758300781,1053,small_airport
K98D,Onida Municipal Airport,44.700802,-100.100998,1874,small_airport
K99N,Bamberg County Airport,33.304501,-81.108398,231,small_airport
K99V,Crawford Airport,38.703736,-107.646983,6470,small_airport
K9A0,Lumpkin County Wimpys Airport,34.582838,-84.019918,1311,small_airport
K9A1,Covington Municipal Airport,33.63249969,-83.84960175,809,small_airport
K9A4,Courtland Airport,34.659028,-87.350206,588,small_airport
K9A5,Barwick Lafayette Airport,34.688599,-85.290398,777,small_airport
K9C8,Evart Municipal Airport,43.895901,-85.279198,1018,small_airport
K9D0,Highmore Municipal Airport,44.540589,-99.450807,1854,small_airport
K9D1,Gregory Municipal Airport - Flynn Field,43.22169876,-99.40329742,2168,small_airport
K9D2,Harding County Airport,45.58060073852539,-103.52999877929688,2889,small_airport
K9D4,Deck Airport,40.351799,-76.329597,523,small_airport
K9D7,Cando Municipal Airport,48.48,-99.235901,1481,small_airport
K9D9,Hastings Airport,42.663601,-85.346298,801,small_airport
K9F0,Dublin Municipal Airport,32.068049,-98.325774,1495,small_airport
K9F8,Hoven Municipal Airport,45.257599,-99.797798,1884,small_airport
K9F9,Sycamore Strip,32.628501892089844,-97.35359954833984,760,small_airport
K9G2,Prices Airport,42.807598,-83.769897,920,small_airport
K9G3,Akron Airport/Jesson Field,43.021099,-78.482498,840,small_airport
K9G8,Ebensburg Airport,40.461201,-78.7752,2099,small_airport
K9K7,Ellsworth Municipal Airport,38.75232,-98.228817,1615,small_airport
K9K8,Kingman Airport Clyde Cessna Field,37.66899872,-98.12390137,1607,small_airport
K9L2,Edwards Af Aux North Base Airport,34.99079895019531,-117.86299896240234,2299,small_airport
K9M4,Ackerman Choctaw County Airport,33.30172,-89.227352,552,small_airport
K9M6,Kelly Airport,32.849201,-91.4039,112,small_airport
K9M8,Sheridan Municipal Airport,34.327419,-92.351289,232,small_airport
K9S2,Scobey Airport,48.807565,-105.439253,2432,small_airport
K9S4,Mineral County Airport,47.168301,-114.853996,2787,small_airport
K9S5,Three Forks Airport,45.878101,-111.569,4089,small_airport
K9S9,Lexington Airport,45.454102,-119.690001,1634,small_airport
K9U0,Turner Airport,48.854198,-108.408997,3049,small_airport
K9U3,Austin Airport,39.467708,-117.197576,5730,small_airport
K9U4,Dixon Airport,41.038299560547,-107.49700164795,6520,small_airport
K9U7,Currant Ranch Airport,38.736000061035156,-115.4800033569336,5181,small_airport
K9V5,Modisett Airport,42.736485,-102.444291,3751,small_airport
K9V6,Martin Municipal Airport,43.165625,-101.71273,3293,small_airport
K9V7,Eads Municipal Airport,38.478479,-102.810869,4245,small_airport
K9V9,Chamberlain Municipal Airport,43.7661018371582,-99.32129669189453,1695,small_airport
K9W7,Hird Airport,42.903958,-90.363917,1120,small_airport
K9Y1,Weydahl Field,47.392799377441406,-102.77100372314453,2256,small_airport
KA08,Vaiden Field,32.512402,-87.385597,225,small_airport
KA09,Eagle Airpark,34.887533,-114.616638,485,small_airport
KA20,Sun Valley Airport,35.005944,-114.565076,725,small_airport
KA24,California Pines Airport,41.412399,-120.683998,4398,small_airport
KA30,Scott Valley Airport,41.558201,-122.855003,2728,small_airport
KA32,Butte Valley Airport,41.887199,-121.975998,4243,small_airport
KA34,Dayton Valley Airpark,39.238581,-119.555023,4414,small_airport
KA39,Ak-Chin Regional Airport,32.990806,-111.918528,1300,small_airport
KA50,Colorado Springs East Airport,38.874401,-104.410004,6145,small_airport
KAAA,Logan County Airport,40.158699,-89.334999,597,small_airport
KAAF,Apalachicola Regional Airport,29.727501,-85.027496,20,small_airport
KAAO,Colonel James Jabara Airport,37.74760056,-97.22109985,1421,small_airport
KAAS,Taylor County Airport,37.358254,-85.309434,921,small_airport
KAAT,Alturas Municipal Airport,41.482736,-120.565671,4378,small_airport
KABE,Lehigh Valley International Airport,40.651773,-75.442797,393,medium_airport
KABI,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791,medium_airport
KABQ,Albuquerque International Sunport,35.039976,-106.608925,5355,large_airport
KABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302,medium_airport
KABY,Southwest Georgia Regional Airport,31.532946,-84.196215,197,medium_airport
KACB,Antrim County Airport,44.988602,-85.198402,623,small_airport
KACJ,Jimmy Carter Regional Airport,32.110802,-84.188904,468,small_airport
KACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47,medium_airport
KACP,Allen Parish Airport,30.750299,-92.688301,107,small_airport
KACQ,Waseca Municipal Airport,44.073502,-93.552902,1126,small_airport
KACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516,medium_airport
KACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,medium_airport
KACY,Atlantic City International Airport,39.456201,-74.577511,75,medium_airport
KACZ,Henderson Field,34.717899,-78.003601,39,small_airport
KADC,Wadena Municipal Airport,46.450298,-95.210999,1369,small_airport
KADG,Lenawee County Airport,41.866205,-84.077983,798,small_airport
KADH,Ada Regional Airport,34.805214,-96.671988,1016,medium_airport
KADM,Ardmore Municipal Airport,34.30301,-97.0196342,777,small_airport
KADS,Addison Airport,32.9686012268,-96.8364028931,644,small_airport
KADT,Atwood-Rawlins City-County Airport,39.841209,-101.043248,2991,small_airport
KADU,Audubon County Airport,41.701401,-94.920502,1287,small_airport
KADW,Joint Base Andrews,38.810799,-76.866997,280,medium_airport
KAEG,Double Eagle II Airport,35.145199,-106.794998,5837,medium_airport
KAEJ,Central Colorado Regional Airport,38.812906,-106.120062,7946,small_airport
KAEL,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,small_airport
KAEX,Alexandria International Airport,31.325828,-92.546702,89,medium_airport
KAFF,USAF Academy Airfield,38.972497,-104.821125,6572,small_airport
KAFJ,Washington County Airport,40.136501,-80.290199,1184,small_airport
KAFK,Nebraska City Municipal Airport,40.606899,-95.8657,1165,small_airport
KAFN,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040,small_airport
KAFO,Afton Municipal Airport,42.7112007141,-110.942001343,6221,small_airport
KAFP,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,300,small_airport
KAFW,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,722,medium_airport
KAGC,Allegheny County Airport,40.354401,-79.930199,1252,medium_airport
KAGO,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,319,small_airport
KAGR,MacDill Air Force Base Auxiliary Field,27.6506,-81.349403,68,small_airport
KAGS,Augusta Regional At Bush Field,33.3699,-81.9645,144,medium_airport
KAGZ,Wagner Municipal Airport,43.064913,-98.296654,1475,small_airport
KAHC,Amedee Army Air Field,40.26620102,-120.1529999,4012,small_airport
KAHH,Amery Municipal Airport,45.2811012268,-92.37539672850001,1088,small_airport
KAHN,Athens Ben Epps Airport,33.948842,-83.325634,808,medium_airport
KAHQ,Wahoo Municipal Airport,41.2412986755,-96.59400177,1224,small_airport
KAIA,Alliance Municipal Airport,42.052543,-102.803965,3931,medium_airport
KAIB,Hopkins Field,38.239025,-108.563354,5940,small_airport
KAID,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919,small_airport
KAIG,Langlade County Airport,45.154202,-89.110703,1521,small_airport
KAIK,Aiken Regional Airport,33.649399,-81.684998,528,small_airport
KAIO,Atlantic Municipal Airport,41.40729904,-95.04689789,1165,small_airport
KAIT,Aitkin Municipal Airport Steve Kurtz Field,46.548401,-93.676804,1205,small_airport
KAIV,George Downer Airport,33.106499,-88.1978,150,small_airport
KAIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869,small_airport
KAJG,Mount Carmel Municipal Airport,38.606499,-87.7267,429,small_airport
KAJO,Corona Municipal Airport,33.897701,-117.601997,533,small_airport
KAJR,Habersham County Airport,34.499901,-83.556702,1448,small_airport
KAJZ,Blake Field,38.7864,-108.064003,5193,small_airport
KAKH,Gastonia Municipal Airport,35.202598,-81.149902,798,small_airport
KAKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714,small_airport
KAKQ,Wakefield Municipal Airport,36.98720169067383,-77.0010986328125,113,small_airport
KAKR,Akron Fulton International Airport,41.037355,-81.46784,1067,medium_airport
KALB,Albany International Airport,42.748299,-73.801697,285,large_airport
KALI,Alice International Airport,27.7409,-98.026901,178,medium_airport
KALM,Alamogordo White Sands Regional Airport,32.837818,-105.993149,4200,medium_airport
KALN,St Louis Regional Airport,38.89030075069999,-90.0459976196,544,medium_airport
KALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873,medium_airport
KALS,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539,medium_airport
KALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194,medium_airport
KALX,Thomas C Russell Field,32.914699554399995,-85.9629974365,686,small_airport
KAMA,Rick Husband Amarillo International Airport,35.217857,-101.706444,3607,medium_airport
KAMG,Bacon County Airport,31.536100387573242,-82.50659942626953,200,small_airport
KAMN,Gratiot Community Airport,43.322101593,-84.68800354,754,small_airport
KAMT,Alexander Salamon Airport,38.851501,-83.566299,896,small_airport
KAMW,Ames Municipal Airport,41.992001,-93.621803,956,small_airport
KANB,Anniston Regional Airport,33.5882,-85.8581,612,medium_airport
KAND,Anderson Regional Airport,34.4945983887,-82.70939636230001,782,medium_airport
KANE,Anoka County-Blaine (Janes Field) Airport,45.145,-93.211401,912,small_airport
KANJ,Sault Ste Marie Municipal Airport Sanderson Field,46.479198,-84.368401,716,small_airport
KANK,Salida Airport - Harriet Alexander Field,38.5383,-106.049004,7523,small_airport
KANP,Lee Airport,38.942902,-76.568398,34,small_airport
KANQ,Tri State Steuben County Airport,41.639702,-85.083504,995,small_airport
KANW,Ainsworth Regional Airport,42.579201,-99.992995,2589,small_airport
KANY,Anthony Municipal Airport,37.158501,-98.079597,1340,small_airport
KAOC,Arco Butte County Airport,43.6035,-113.334,5332,small_airport
KAOH,Lima Allen County Airport,40.706902,-84.026703,975,small_airport
KAOO,Altoona Blair County Airport,40.296398,-78.32,1503,medium_airport
KAOV,Ava Bill Martin Memorial Airport,36.971901,-92.6819,1311,small_airport
KAPA,Centennial Airport,39.57009888,-104.848999,5885,medium_airport
KAPC,Napa County Airport,38.2132,-122.280998,35,small_airport
KAPF,Naples Municipal Airport,26.1525993347,-81.7752990723,8,medium_airport
KAPG,Phillips Army Air Field,39.466202,-76.1688,57,medium_airport
KAPH,Mary Walker LZ Airport,38.068631,-77.319318,220,small_airport
KAPN,Alpena County Regional Airport,45.0780983,-83.56030273,690,medium_airport
KAPT,Marion County Airport - Brown Field,35.060699,-85.585297,641,small_airport
KAPV,Apple Valley Airport,34.575298309299995,-117.185997009,3062,small_airport
KAPY,Zapata County Airport,26.968799591099998,-99.2489013672,422,small_airport
KAQO,Llano Municipal Airport,30.783700942993,-98.662002563477,1102,small_airport
KAQP,Appleton Municipal Airport,45.228239,-96.005856,1020,small_airport
KAQR,Atoka Municipal Airport,34.398300170898,-96.148101806641,590,small_airport
KAQW,Harriman and West Airport,42.6959,-73.170403,654,small_airport
KAQX,Allendale County Airport,32.995098,-81.270203,161,small_airport
KARA,Acadiana Regional Airport,30.0378,-91.883904,24,medium_airport
KARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839,small_airport
KARG,Walnut Ridge Regional Airport,36.124667,-90.925111,279,small_airport
KARM,Wharton Regional Airport,29.254299,-96.154404,100,small_airport
KARR,Aurora Municipal Airport,41.771900177,-88.47570037839999,712,small_airport
KART,Watertown International Airport,43.991901,-76.021698,325,medium_airport
KARV,Lakeland Airport Noble F Lee Memorial Field,45.927898,-89.730904,1629,small_airport
KARW,Beaufort Executive Airport,32.412201,-80.634399,10,small_airport
KASD,Slidell Airport,30.3451,-89.820801,29,small_airport
KASE,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,7820,medium_airport
KASG,Springdale Municipal Airport,36.176399231,-94.1193008423,1353,small_airport
KASH,Nashua Airport / Boire Field,42.7817,-71.514801,199,small_airport
KASJ,Tri-County Airport at Henry Joyner Field,36.297501,-77.170898,68,small_airport
KASL,Harrison County Airport,32.5205001831,-94.307800293,357,small_airport
KASN,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529,small_airport
KAST,Astoria Regional Airport,46.158000946,-123.878997803,15,medium_airport
KASW,Warsaw Municipal Airport,41.2747,-85.840103,850,small_airport
KASX,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827,small_airport
KASY,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032,small_airport
KATA,Hall Miller Municipal Airport,33.101799,-94.195297,280,small_airport
KATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,large_airport
KATS,Artesia Municipal Airport,32.8525009155,-104.468002319,3541,small_airport
KATW,Appleton International Airport,44.258515,-88.519,918,medium_airport
KATY,Watertown Regional Airport,44.91400146,-97.15470123,1749,medium_airport
KAUG,Augusta State Airport,44.320598602299995,-69.7973022461,352,medium_airport
KAUH,Aurora Municipal Al Potter Field,40.8941,-97.994598,1803,small_airport
KAUM,Austin Municipal Airport,43.66500092,-92.93340302,1234,small_airport
KAUN,Auburn Municipal Airport,38.95479965,-121.0820007,1539,small_airport
KAUO,Auburn University Regional Airport,32.615101,-85.433998,777,small_airport
KAUS,Austin Bergstrom International Airport,30.197535,-97.662015,542,large_airport
KAUW,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201,medium_airport
KAVC,Mecklenburg Brunswick Regional Airport,36.688301,-78.054497,441,small_airport
KAVK,Alva Regional Airport,36.773201,-98.669899,1474,small_airport
KAVL,Asheville Regional Airport,35.435488,-82.541853,2165,medium_airport
KAVO,Avon Park Executive Airport,27.59119987,-81.52780151,160,small_airport
KAVP,Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,962,medium_airport
KAVQ,Marana Regional Airport,32.409065,-111.216199,2031,small_airport
KAVX,Catalina Airport,33.4049,-118.416,1602,small_airport
KAWG,Washington Municipal Airport,41.276100158691406,-91.67340087890625,754,small_airport
KAWM,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212,small_airport
KAWO,Arlington Municipal Airport,48.161448,-122.158442,142,medium_airport
KAXA,Algona Municipal Airport,43.078104,-94.271836,1219,small_airport
KAXH,Houston Southwest Airport,29.5061,-95.476898,68,small_airport
KAXN,Chandler Field,45.866299,-95.394699,1425,medium_airport
KAXQ,Clarion County Airport,41.2258,-79.441002,1458,small_airport
KAXS,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433,small_airport
KAXV,Neil Armstrong Airport,40.49340057,-84.29889679,913,small_airport
KAXX,Angel Fire Airport,36.422001,-105.290001,8380,small_airport
KAYS,Waycross Ware County Airport,31.2490997314,-82.39550018310001,142,small_airport
KAYX,Arnold Air Force Base,35.392601,-86.0858,1067,small_airport
KAZC,Colorado City Municipal Airport,36.95919,-113.013166,4874,small_airport
KAZE,Hazlehurst Airport,31.884700775146484,-82.64739990234375,255,small_airport
KAZO,Kalamazoo/Battle Creek International Airport,42.232105,-85.549637,874,medium_airport
KB16,Whitfords Airport,43.080299,-76.538399,400,small_airport
KB19,Biddeford Municipal Airport,43.4641,-70.472397,157,small_airport
KB21,Sugarloaf Regional Airport,45.085339,-70.216394,885,small_airport
KBAB,Beale Air Force Base,39.136101,-121.436996,113,medium_airport
KBAD,Barksdale Air Force Base,32.501801,-93.662697,166,medium_airport
KBAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,medium_airport
KBAK,Columbus Municipal Airport,39.262386,-85.895576,656,medium_airport
KBAM,Battle Mountain Airport,40.598999023400005,-116.874000549,4532,small_airport
KBAX,Huron County Memorial Airport,43.780201,-82.985397,763,small_airport
KBAZ,New Braunfels National Airport,29.7045,-98.042198,651,medium_airport
KBBB,Benson Municipal Airport,45.331902,-95.650597,1039,small_airport
KBBD,Curtis Field,31.178931,-99.324732,1827,medium_airport
KBBG,Branson Airport,36.532082,-93.200544,1302,medium_airport
KBBP,Marlboro County Jetport - H E Avent Field Airport,34.6217,-79.734398,147,small_airport
